NAME,GEOID,state_name,Share with Medical Debt in Collections,"Share with Medical Debt in Collections, Communities of Color","Share with Medical Debt in Collections, Majority White Communities","% population without health insurance, 2019 (ACS)","% white, non-Hispanic population without health insurance, 2019 (ACS)","% non-white population without health insurance, 2019 (ACS)","Median Medical Debt in Collections, All","Median Medical Debt in Collections, Communities of Color","Median Medical Debt in Collections, Majority White Communities",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Jefferson County, Indiana",18077,Indiana,.2377286,n/a**,.2377286,.0723069,.0664514,.1520803,1012,n/a**,1012,.0741281,67274,48982,68290
"Pittsburg County, Oklahoma",40121,Oklahoma,.2377241,n/a**,.2382496,.1609048,.1203271,.2577278,879,n/a**,866,.305441,62746,55099,65250
"Van Buren County, Tennessee",47175,Tennessee,.2377049,n/a**,.2377049,.148063,.1519734,.0562771,n/a*,n/a**,n/a*,.0428819,52846,39836,53605
"Macon County, Illinois",17115,Illinois,.2376514,n/a*,.2373041,.0488468,.0402645,.0757693,1069,n/a*,1070,.2373872,69620,42809,75751
"Lawrence County, Alabama",01079,Alabama,.2375587,.2711864,.2355865,.0905376,.091054,.0888542,720,n/a*,710,.2351322,58315,56852,58753
"Labette County, Kansas",20099,Kansas,.2375415,n/a**,.2375415,.1098584,.1052165,.1373992,1019,n/a**,1019,.1457826,58891,49434,60318
"Candler County, Georgia",13043,Georgia,.2375,n/a**,.2375,.2194637,.1948397,.2573353,1110,n/a**,1110,.3936367,52898,41200,59424
"Carroll County, Georgia",13045,Georgia,.2372396,n/a*,.2373817,.1543316,.1466396,.1719451,644,n/a*,641,.297492,69895,52461,76289
"Somervell County, Texas",48425,Texas,.2372263,n/a**,.2372263,.1360231,.0990662,.2751236,1099,n/a**,1099,.2088036,79424,36396,86555
"Highland County, Ohio",39071,Ohio,.2371844,n/a**,.2371844,.0850019,.0870091,.0455868,895,n/a**,895,.049005,58802,49328,59091
"Bleckley County, Georgia",13023,Georgia,.2371429,n/a**,.2371429,.0951424,.0830989,.1214762,950,n/a**,950,.3143593,56095,32465,62809
"Wetzel County, West Virginia",54103,West Virginia,.2370937,n/a**,.2369942,.0598631,.0612382,.0168421,616,n/a**,616,.0307722,55125,50127,55222
"Jackson County, West Virginia",54035,West Virginia,.2369264,n/a**,.2363636,.0560738,.0550189,.0892655,468,n/a**,461,.0306154,62359,54956,62535
"Lincoln County, Tennessee",47103,Tennessee,.2368194,n/a**,.2368194,.0842344,.0771891,.13129,1231,n/a**,1231,.1317062,66693,47727,69084
"Gloucester County, Virginia",51073,Virginia,.2366197,n/a**,.2370753,.0668868,.0634207,.0865683,688,n/a**,680,.1514158,83482,77745,84402
"Richland Parish, Louisiana",22083,Louisiana,.236476,n/a**,.24375,.1320513,.1061023,.1733812,1116,n/a**,1197,.3942997,51463,38382,58868
"Alleghany County, Virginia",51005,Virginia,.2364621,n/a**,.2364621,.0646659,.0554088,.1668016,655,n/a**,655,.0853731,62034,41048,63658
"Putnam County, Florida",12107,Florida,.2361609,n/a**,.239289,.1609047,.1386316,.2167772,676,n/a**,645,.2851253,54394,43083,58075
"Johnson County, Arkansas",05071,Arkansas,.2361516,n/a**,.2361516,.110585,.0757203,.2427291,470,n/a**,470,.2082133,52147,37239,54613
"Calhoun County, Georgia",13037,Georgia,.2361111,.1929825,n/a**,.170452,.1219204,.1972765,n/a*,n/a*,n/a**,.6738413,47870,33139,74253
"Georgetown County, South Carolina",45043,South Carolina,.2359947,n/a**,.1208054,.1016585,.0758619,.147768,417,n/a**,373,.3586486,73686,42370,88218
"Yazoo County, Mississippi",28163,Mississippi,.2358079,.2712871,.1488095,.1284462,.073345,.1594127,747,747,n/a*,.653317,53676,47153,62538
"Adams County, Ohio",39001,Ohio,.2357542,n/a**,.2360179,.0760083,.076732,.0384615,749,n/a**,749,.0191892,56865,38300,57096
"Houston County, Texas",48225,Texas,.2352941,n/a**,.2690583,.1490668,.1054487,.2324253,805,n/a**,750,.3817199,51799,37806,58004
"Warren County, North Carolina",37185,North Carolina,.2351695,.2300469,n/a*,.1267094,.0694388,.1628765,682,n/a*,n/a*,.6165946,54251,44273,66682
"Lamar County, Georgia",13171,Georgia,.2349914,n/a**,.2238806,.1261335,.1104627,.1554033,933,n/a**,n/a*,.3483826,58828,43055,64794
"Roanoke city, Virginia",51770,Virginia,.2349709,.3175034,.1971223,.0937261,.0903563,.0982503,556,505,609,.4149694,62891,52484,69691
"Prentiss County, Mississippi",28117,Mississippi,.2349081,n/a**,.2355263,.120274,.1153939,.1436183,687,n/a**,687,.1752128,50723,36707,52832
"Lawrence County, Mississippi",28077,Mississippi,.2348993,n/a*,.2247557,.1208739,.1182284,.1257606,668,n/a*,623,.351223,55292,43629,61052
"Randolph County, Arkansas",05121,Arkansas,.2346369,n/a**,.2346369,.0726238,.0690308,.1310824,558,n/a**,558,.0609777,54318,76819,53660
"Pulaski County, Virginia",51155,Virginia,.2344498,n/a**,.2353506,.0702562,.0668684,.1048168,629,n/a**,629,.0922415,65261,60548,65612
"New Hanover County, North Carolina",37129,North Carolina,.2343792,n/a**,.2161314,.0991606,.0754284,.1805081,1547,n/a**,1470,.2289307,82471,51277,89434
"Calhoun County, Arkansas",05013,Arkansas,.234375,n/a**,.2197802,.0930639,.0767996,.1361702,n/a*,n/a**,n/a*,.2754237,58285,39088,64656
"Coles County, Illinois",17029,Illinois,.2343511,n/a**,.2343511,.0613341,.0611173,.0635059,1638,n/a**,1638,.0907834,66458,52298,67296
"Martin County, Kentucky",21159,Kentucky,.2342342,n/a**,.2342342,.061964,.0621556,0,607,n/a**,607,.0771806,49051,45550,49054
"Hart County, Kentucky",21099,Kentucky,.2340792,n/a**,.2340792,.0690458,.071285,.0445736,812,n/a**,812,.0847349,51902,66910,50670
"Franklin County, Florida",12037,Florida,.2340426,n/a**,.2368421,.1831606,.1872473,.1606119,725,n/a**,731,.2289391,68529,48163,71346
"Murray County, Georgia",13213,Georgia,.2336297,n/a**,.2316765,.1456134,.1284825,.2269948,1012,n/a**,998,.1745796,59543,52415,60525
"Comanche County, Oklahoma",40031,Oklahoma,.2335508,n/a**,.2239726,.1351195,.1082144,.1696063,892,n/a**,812,.4428442,66189,60397,69497
"Sevier County, Arkansas",05133,Arkansas,.2334802,n/a**,.2409639,.1677279,.0964378,.2626082,527,n/a**,n/a*,.4271998,63163,53338,67564
"Caddo County, Oklahoma",40015,Oklahoma,.2334218,.2083333,.2320574,.1729385,.1100055,.2635395,1056,1244,950,.432084,61438,52722,65360
"Stokes County, North Carolina",37169,North Carolina,.2333826,n/a**,.2333826,.1120185,.1024642,.210869,582,n/a**,582,.0891199,60769,44273,62094
"Bollinger County, Missouri",29017,Missouri,.2333333,n/a**,.2333333,.1156126,.1163867,.0966387,692,n/a**,692,.0400818,53816,39928,54154
"Kay County, Oklahoma",40071,Oklahoma,.2331962,n/a**,.2330567,.1347188,.0986598,.2407975,869,n/a**,865,.2544255,63840,54750,65932
"Sherman County, Kansas",20181,Kansas,.2329545,n/a**,.2329545,.0909401,.0595554,.2515658,n/a*,n/a**,n/a*,.1638599,65466,46913,67136
"Ritchie County, West Virginia",54085,West Virginia,.2328358,n/a**,.2328358,.0866102,.0864796,.0906149,531,n/a**,531,.0313897,59849,78034,59570
"Cameron Parish, Louisiana",22023,Louisiana,.2326733,n/a**,.28,.0966667,.0691524,.3029557,n/a*,n/a**,n/a*,.1171717,74910,35087,80301
"Robertson County, Texas",48395,Texas,.2326454,n/a*,.1991701,.1326506,.1336113,.1313706,766,n/a*,n/a*,.4280165,67904,52997,77255
"Barton County, Kansas",20009,Kansas,.2325581,n/a**,.2325581,.1172951,.0791391,.2867279,1023,n/a**,1023,.1845159,65225,50623,67438
"Frio County, Texas",48163,Texas,.2325103,.2325103,n/a**,.2154622,.1675695,.2257464,611,611,n/a**,.8373006,67332,57925,99325
"Tarrant County, Texas",48439,Texas,.232335,.299313,.1685087,.1668335,.0970432,.2242299,880,952,740,.5484983,94469,75702,111435
"Mills County, Texas",48333,Texas,.2322581,n/a**,.2348993,.1781548,.1475676,.2896552,n/a*,n/a**,n/a*,.217836,66818,51628,69791
"Iberville Parish, Louisiana",22047,Louisiana,.2322015,.2810811,.1594203,.0985973,.0876077,.1093364,691,736,n/a*,.5232466,66504,49686,80115
"Creek County, Oklahoma",40037,Oklahoma,.2321995,n/a**,.2351577,.1082109,.0852321,.1775595,627,n/a**,628,.2403713,71024,72170,70741
"Morgan County, Tennessee",47129,Tennessee,.2321981,n/a**,.2321981,.1018083,.0999782,.1929348,1636,n/a**,1636,.0794616,57062,32692,57508
"Titus County, Texas",48449,Texas,.2321063,n/a*,n/a**,.1809489,.1276245,.2245012,986,n/a*,n/a**,.5482537,62814,51450,72852
"Marion County, Georgia",13197,Georgia,.2317597,n/a**,.2018349,.1065771,.0967807,.120837,840,n/a**,n/a*,.4077325,55358,49572,59256
"Tattnall County, Georgia",13267,Georgia,.2317073,n/a**,.1856287,.1395556,.1039438,.2127045,793,n/a**,n/a*,.4234103,57852,43148,63844
"Fulton County, Kentucky",21075,Kentucky,.2315789,n/a**,.2315789,.0533451,.0620291,.03298,n/a*,n/a**,n/a*,.2918434,41296,32548,44511
"Shelby County, Illinois",17173,Illinois,.2315113,n/a**,.2315113,.0385079,.039226,.0122164,1216,n/a**,1216,.0277867,63460,67454,63378
"Rockcastle County, Kentucky",21203,Kentucky,.2314225,n/a**,.2314225,.0461203,.0443215,.1126437,447,n/a**,447,.0281807,51627,29704,51874
"St. Mary Parish, Louisiana",22101,Louisiana,.2311198,.2712766,.1949405,.0796605,.0702308,.0917611,877,650,831,.4392364,54359,43635,61218
"Russell County, Kansas",20167,Kansas,.2311111,n/a**,.2311111,.1033221,.0665927,.5437262,974,n/a**,974,.0768567,60152,35297,62234
"Tyler County, West Virginia",54095,West Virginia,.2310757,n/a**,.2329317,.0819785,.0794266,.1793722,316,n/a**,316,.0253093,60134,38135,60314
"Webster County, West Virginia",54101,West Virginia,.2310757,n/a**,.2310757,.0585905,.0588306,0,586,n/a**,586,.0040544,48138,86700,47995
"Clinton County, Kentucky",21053,Kentucky,.2310345,n/a**,.2310345,.0863804,.0831329,.1518987,431,n/a**,431,.04974,50852,38404,51152
"Morgan County, Alabama",01103,Alabama,.2309045,n/a**,.2030981,.1020443,.0938961,.1264989,887,n/a**,862,.2436815,73817,55320,79073
"Franklin County, Kansas",20059,Kansas,.230869,n/a**,.2317708,.073189,.0732247,.0728304,1362,n/a**,1362,.0900696,67613,45669,68831
"Crawford County, Indiana",18025,Indiana,.2307692,n/a**,.2290503,.0673269,.0687742,.0317073,883,n/a**,952,.0395496,55598,37888,55942
"Sagadahoc County, Maine",23023,Maine,.2307692,n/a**,.2311435,.0646849,.0618979,.1129534,1341,n/a**,1341,.054468,76602,57766,77381
"Sumter County, South Carolina",45085,South Carolina,.2307468,.2870663,.0416667,.0922561,.0910757,.0931883,977,791,n/a*,.5483294,61173,48586,75441
"Dorchester County, South Carolina",45035,South Carolina,.2305389,n/a*,.2176138,.1210004,.0760882,.2013147,600,n/a*,591,.3579429,82692,72976,87366
"Montgomery County, Kansas",20125,Kansas,.2304394,n/a**,.2304394,.1189941,.0915721,.2237278,872,n/a**,872,.2056825,58538,50715,59781
"Parker County, Texas",48367,Texas,.2303316,n/a*,.229794,.1400839,.1214099,.2300214,802,n/a*,801,.1653302,100470,96103,101072
"Liberty County, Texas",48291,Texas,.2301781,n/a*,.2309052,.2233003,.141663,.350088,815,n/a*,815,.3670044,68005,49008,76214
"Wharton County, Texas",48481,Texas,.2299928,.2613636,.2576687,.1875182,.1134763,.2467368,749,n/a*,n/a*,.5554273,67704,54410,79209
"Quitman County, Mississippi",28119,Mississippi,.2298137,.2328767,n/a**,.174006,.1597374,.1790326,n/a*,n/a*,n/a**,.7396688,36132,31376,46956
"Nicholas County, West Virginia",54067,West Virginia,.2295285,n/a**,.2289308,.0583447,.0578553,.0739762,687,n/a**,696,.0305846,53287,45835,53521
"Wheeler County, Georgia",13309,Georgia,.2295082,n/a**,n/a**,.2145082,.1977569,.2364399,n/a*,n/a**,n/a**,.4381937,39372,37074,40445
"Russell County, Virginia",51167,Virginia,.2292994,n/a**,.2292994,.0973053,.099,.0422886,1132,n/a**,1132,.0329023,51299,43197,51457
"Live Oak County, Texas",48297,Texas,.2291667,n/a*,n/a*,.1785881,.1331227,.2527607,1117,n/a*,n/a*,.4394926,71127,52382,79154
"Marshall County, Oklahoma",40095,Oklahoma,.2291297,n/a**,.2164948,.174057,.1229245,.2690622,1583,n/a**,1705,.3489852,57883,62217,56231
"Toombs County, Georgia",13279,Georgia,.2291169,n/a**,.2432432,.1825462,.1535448,.2263672,1416,n/a**,1421,.3976346,64821,63828,65348
"Cumberland County, Kentucky",21057,Kentucky,.2290749,n/a**,.2374429,.099501,.1042895,.0415842,487,n/a**,487,.0758549,44638,53924,44296
"Polk County, Missouri",29167,Missouri,.2290708,n/a**,.2290708,.1333482,.1337489,.1272633,1376,n/a**,1376,.0626496,60004,41099,60807
"Trimble County, Kentucky",21223,Kentucky,.2290076,n/a**,.2290076,.0567368,.0589853,.0215264,597,n/a**,597,.0600608,65931,47812,66908
"Rhea County, Tennessee",47143,Tennessee,.2289855,n/a**,.2289855,.0957927,.0813541,.2337027,1506,n/a**,1506,.0947156,57598,58702,57533
"Lee County, Virginia",51105,Virginia,.2289348,n/a**,.2296651,.1220001,.12233,.1075697,651,n/a**,651,.0710289,48605,180819,47188
"Caldwell County, North Carolina",37027,North Carolina,.2288732,n/a**,.2291339,.1319858,.1259175,.1727281,486,n/a**,487,.1269479,60360,42956,62313
"Russell County, Alabama",01113,Alabama,.2288613,.2343049,.2064516,.1146786,.1119097,.1169938,845,722,922,.5393429,55932,54048,57928
"Linn County, Kansas",20107,Kansas,.2288401,n/a**,.2288401,.1035164,.1006226,.1456311,829,n/a**,829,.0645228,62040,39837,63599
"Jefferson County, Georgia",13163,Georgia,.2288136,.1810345,n/a*,.1478502,.1357616,.1565405,968,n/a*,n/a*,.5799078,47500,38626,60384
"Sequatchie County, Tennessee",47153,Tennessee,.2287582,n/a**,.2287582,.1156458,.1012538,.3244681,694,n/a**,694,.0647273,58572,63256,58268
"Dyer County, Tennessee",47045,Tennessee,.2287234,n/a**,.2288288,.0915426,.0832459,.1249319,800,n/a**,777,.1999679,67860,55202,70424
"Castro County, Texas",48069,Texas,.2284264,.2654321,n/a*,.2351779,.1865393,.2577658,n/a*,n/a*,n/a*,.6804379,62964,59058,69316
"Bradley County, Arkansas",05011,Arkansas,.2283951,n/a**,n/a*,.1096475,.0688327,.1603244,468,n/a**,n/a*,.4450064,56779,37351,71582
"Payne County, Oklahoma",40119,Oklahoma,.2281335,n/a**,.228231,.1251668,.108865,.1797808,1516,n/a**,1516,.2307401,57813,34647,64062
"Bibb County, Georgia",13021,Georgia,.2279855,.2868976,.1470588,.1293659,.1054949,.1437945,968,1010,1442,.6167624,67678,46101,96567
"Somerset County, Maine",23025,Maine,.2277518,n/a**,.2277518,.0936925,.0933528,.1013133,1530,n/a**,1530,.0429731,56316,50659,56528
"White County, Indiana",18181,Indiana,.2275132,n/a**,.2275132,.0948211,.0774536,.24,1110,n/a**,1110,.1067125,66551,47302,68023
"Raleigh County, West Virginia",54081,West Virginia,.2274841,n/a**,.2234783,.0593594,.0630189,.0307329,499,n/a**,497,.1293122,63432,55458,64357
"Spartanburg County, South Carolina",45083,South Carolina,.2272424,.2574627,.2189809,.096999,.0866556,.1189658,638,701,648,.3223791,71932,53727,79271
"Caldwell Parish, Louisiana",22021,Louisiana,.2271386,n/a**,.2317073,.128799,.1100657,.2103197,610,n/a**,596,.2081665,61083,30899,67421
"San Augustine County, Texas",48405,Texas,.2270916,n/a**,.1571429,.1480745,.1029412,.2497979,1196,n/a**,n/a*,.3090755,55320,44868,59301
"Fremont County, Wyoming",56013,Wyoming,.2270816,.4392523,.2003763,.183423,.1249544,.3189706,1295,n/a*,1394,.3027479,73599,59032,77165
"Choctaw County, Mississippi",28019,Mississippi,.227027,.2833333,.2,.0852056,.1068244,.0403774,n/a*,n/a*,n/a*,.3262051,53744,30283,64062
"Berkeley County, West Virginia",54003,West Virginia,.227013,n/a**,.2266771,.0874712,.0958789,.0454316,580,n/a**,581,.1610436,77564,71139,78507
"Chilton County, Alabama",01021,Alabama,.2265415,n/a*,.2280702,.1299227,.1063022,.2253602,1135,n/a*,1135,.1986835,62784,47591,65857
"Kennebec County, Maine",23011,Maine,.2264618,n/a**,.2258145,.1037852,.10227,.1292417,1304,n/a**,1307,.0542492,73143,81502,72817
"Graham County, Arizona",04009,Arizona,.2264344,.3129252,.2197452,.0687187,.0482379,.0914765,922,n/a*,922,.4914201,60143,52049,65726
"Norton city, Virginia",51720,Virginia,.2262774,n/a**,.2262774,.1101457,.1138657,.0810811,n/a*,n/a**,n/a*,.1141058,48266,30527,49870
"Putnam County, West Virginia",54079,West Virginia,.2260623,n/a**,.2261905,.0576567,.0555348,.1024429,842,n/a**,842,.0454337,80042,91699,79603
"Mecklenburg County, Virginia",51117,Virginia,.2260343,n/a**,.1456693,.1017347,.080538,.1343614,900,n/a**,n/a*,.3999284,59946,45245,67568
"Victoria County, Texas",48469,Texas,.2259516,.2910906,.1891447,.1985132,.1223613,.2576109,1472,1569,1480,.5532793,77910,58979,95844
"Burke County, North Carolina",37023,North Carolina,.2259136,n/a**,.2271531,.116248,.0860004,.2501384,926,n/a**,926,.1896668,61903,46458,64406
"Putnam County, Georgia",13237,Georgia,.2258993,n/a**,.2281481,.1398455,.1174511,.1826558,1199,n/a**,1196,.3431377,76143,47495,87542
"Marshall County, Mississippi",28093,Mississippi,.2257778,.2349272,.221519,.130869,.1039923,.1563249,562,461,653,.5227394,58572,47673,68907
"Woodson County, Kansas",20207,Kansas,.2254902,n/a**,.2254902,.1308352,.1252996,.2017544,n/a*,n/a**,n/a*,.0731707,51321,27513,52840
"Richland County, South Carolina",45079,South Carolina,.225478,.2692425,.1563845,.0963464,.0690777,.1153778,931,951,976,.5864359,76348,59744,98055
"Mayes County, Oklahoma",40097,Oklahoma,.2254576,n/a**,.228473,.1543424,.1069706,.2416352,660,n/a**,712,.351379,62056,59639,62958
"Dawson County, Texas",48115,Texas,.2254335,.2360248,n/a*,.1661997,.0995542,.2044969,661,655,n/a*,.6671349,61585,45961,82740
"Marion County, Tennessee",47115,Tennessee,.2253086,n/a**,.2253086,.081283,.0800693,.095092,607,n/a**,607,.0828369,61823,51429,62644
"Person County, North Carolina",37145,North Carolina,.2251877,n/a*,.192848,.0870704,.0653999,.1297652,638,n/a*,525,.3360274,64737,50621,71262
"Niobrara County, Wyoming",56027,Wyoming,.225,n/a**,.225,.14446,.1226415,.496,n/a*,n/a**,n/a*,.0937242,54980,114536,54293
"Finney County, Kansas",20055,Kansas,.2249576,.2408687,.1272727,.1259111,.0602394,.1719493,735,731,n/a*,.5866666,70722,62116,78765
"Camden County, Georgia",13039,Georgia,.2248859,n/a**,.2243847,.122278,.1136779,.1415994,1111,n/a**,1109,.3020045,76395,58565,82927
"Walker County, Alabama",01127,Alabama,.2247984,n/a**,.2262397,.1826984,.1670128,.3071895,996,n/a**,996,.1105288,60865,32917,63943
"Columbia County, Florida",12023,Florida,.2247537,n/a**,.2249047,.1574353,.1632678,.1410125,1223,n/a**,1183,.2772553,62768,50971,66564
"Columbia County, Arkansas",05027,Arkansas,.2247511,n/a*,.2330097,.0710371,.067594,.076013,676,n/a*,n/a*,.4072594,54263,33157,68556
"Washington County, Mississippi",28151,Mississippi,.2247278,.2278275,n/a*,.1566091,.0924568,.1781259,454,457,n/a*,.7486376,49835,39133,79089
"Bath County, Kentucky",21011,Kentucky,.2244898,n/a**,.2244898,.0559401,.053258,.1079734,519,n/a**,519,.0493727,57056,44880,57572
"Jasper County, Georgia",13159,Georgia,.224,n/a**,.2271805,.121519,.1147733,.1408964,923,n/a**,923,.2579046,60275,43739,65278
"Webster Parish, Louisiana",22119,Louisiana,.2239414,n/a*,.2159383,.0935934,.0893984,.1004541,1098,n/a*,1103,.3804597,43967,29711,52420
"Grimes County, Texas",48185,Texas,.2238622,n/a**,.2252874,.1395197,.1063318,.1912899,761,n/a**,894,.4149871,77395,51325,89015
"Gallatin County, Kentucky",21077,Kentucky,.2235294,n/a**,.2235294,.0869616,.0472371,.4859335,300,n/a**,300,.0895044,61571,32088,64254
"Gordon County, Georgia",13129,Georgia,.2234332,n/a**,.2225336,.1534253,.1247498,.252717,1042,n/a**,1020,.2248348,63076,50197,65821
"Washington County, Indiana",18175,Indiana,.2233796,n/a**,.2233796,.0882982,.0888465,.0714286,692,n/a**,692,.0323542,61872,55812,62034
"Dickenson County, Virginia",51051,Virginia,.2232346,n/a**,.2232346,.0912465,.0905908,.1236749,948,n/a**,948,.024058,57700,44035,57780
"Tucker County, West Virginia",54093,West Virginia,.223176,n/a**,.226087,.048655,.0470943,.1067416,467,n/a**,467,.0273561,56185,27752,56608
"Westmoreland County, Virginia",51193,Virginia,.2231405,n/a*,.2179105,.117637,.0833333,.178929,637,n/a*,565,.3608247,75030,68041,77933
"Hickman County, Tennessee",47081,Tennessee,.2231076,n/a**,.2205882,.0854767,.0868479,.0653061,532,n/a**,523,.0960384,62313,43151,63423
"Oklahoma County, Oklahoma",40109,Oklahoma,.2230049,.3527152,.156824,.1411786,.0867128,.2085906,915,1130,731,.4467329,83009,59176,97595
"Clark County, Missouri",29045,Missouri,.2227979,n/a**,.2227979,.1405454,.1420841,.092233,n/a*,n/a**,n/a*,.0308305,65020,33384,66142
"Leon County, Texas",48289,Texas,.2225657,n/a**,.2229102,.1703431,.1422219,.259956,1000,n/a**,1000,.2387228,75277,60488,78865
"Union County, Florida",12125,Florida,.2225201,n/a*,.2101911,.1080939,.1024204,.1344787,595,n/a*,505,.3049075,64521,41421,68381
"Bibb County, Alabama",01007,Alabama,.2222222,n/a**,.2398524,.1066789,.0896474,.1654443,794,n/a**,794,.2547459,60182,40249,65273
"Muscogee County, Georgia",13215,Georgia,.2222222,.2691675,.1810467,.1048758,.0901678,.1142782,1079,1163,1180,.604161,70702,55549,91543
"La Salle County, Texas",48283,Texas,.2222222,.2278481,n/a*,.1883901,.1792237,.1898281,n/a*,n/a*,n/a*,.8675836,69533,66483,87390
"Berkeley County, South Carolina",45015,South Carolina,.2221256,.3333333,.2100167,.1092392,.0949562,.1328854,567,528,512,.3741395,88180,65096,100247
